firstname,surname,born_country_code,died_country_code,gender,year,category,share,name_of_university,city_of_university,country_of_university,born_year
Glenn T.,Seaborg,US,US,MALE,1951.0,chemistry,2.0,University of California,Berkeley CA,USA,1912.0
Archer J.P.,Martin,GB,GB,MALE,1952.0,chemistry,2.0,National Institute for Medical Research,London,United Kingdom,1910.0
Richard L.M.,Synge,GB,GB,MALE,1952.0,chemistry,2.0,Rowett Research Institute,Bucksburn (Scotland),United Kingdom,1914.0
Hermann,Staudinger,DE,DE,MALE,1953.0,chemistry,1.0,University of Freiburg,Breisgau,Germany,1881.0
Linus,Pauling,US,US,Male,1962.0,peace,1.0,California Institute of Technology (Caltech),Pasadena CA,USA,1901.0
Linus,Pauling,US,US,MALE,1954.0,chemistry,1.0,California Institute of Technology (Caltech),Pasadena CA,USA,1901.0
Vincent,du Vigneaud,US,US,MALE,1955.0,chemistry,1.0,Cornell University,Ithaca NY,USA,1901.0
Sir Cyril,Hinshelwood,GB,GB,male,1956.0,chemistry,2.0,University of Oxford,Oxford,United Kingdom,1897.0
Nikolay,Semenov,RU,RU,male,1956.0,chemistry,2.0,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,USSR (now Russia),1896.0
Lord,Todd,GB,GB,Male,1957.0,chemistry,1.0,University of Cambridge,Cambridge,United Kingdom,1907.0
Frederick,Sanger,GB,GB,MALE,1958.0,chemistry,1.0,University of Cambridge,Cambridge,United Kingdom,1918.0
Frederick,Sanger,GB,GB,Male,1980.0,chemistry,4.0,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1918.0
Jaroslav,Heyrovsky,CZ,CZ,male,1959.0,chemistry,1.0,Polarographic Institute of the Czechoslovak Academy of Science,Prague,Czechoslovakia (now Czech Republic),1890.0
Willard F.,Libby,US,US,Male,1960.0,chemistry,1.0,University of California,Los Angeles CA,USA,1908.0
Melvin,Calvin,US,US,MALE,1961.0,chemistry,1.0,University of California,Berkeley CA,USA,1911.0
Max F.,Perutz,AT,GB,male,1962.0,chemistry,2.0,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1914.0
John C.,Kendrew,GB,GB,male,1962.0,chemistry,2.0,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1917.0
Karl,Ziegler,DE,DE,male,1963.0,chemistry,2.0,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Mülheim/Ruhr,Germany,1898.0
Giulio,Natta,IT,IT,MALE,1963.0,chemistry,2.0,Institute of Technology,Milan,Italy,1903.0
Dorothy Crowfoot,Hodgkin,EG,GB,female,1964.0,chemistry,1.0,University of Oxford Royal Society,Oxford,United Kingdom,1910.0
Robert B.,Woodward,US,US,male,1965.0,chemistry,1.0,Harvard University,Cambridge MA,USA,1917.0
Robert S.,Mulliken,US,US,male,1966.0,chemistry,1.0,University of Chicago,Chicago IL,USA,1896.0
Manfred,Eigen,DE,DE,MALE,1967.0,chemistry,2.0,Max-Planck-Institut für Physikalische Chemie,Göttingen,Germany,1927.0
Ronald G.W.,Norrish,GB,GB,male,1967.0,chemistry,4.0,Institute of Physical Chemistry,Cambridge,United Kingdom,1897.0
George,Porter,GB,GB,MALE,1967.0,chemistry,4.0,Royal Institution of Great Britain,London,United Kingdom,1920.0
Lars,Onsager,NO,US,Male,1968.0,chemistry,1.0,Yale University,New Haven CT,USA,1903.0
Derek,Barton,GB,US,male,1969.0,chemistry,2.0,Imperial College,London,United Kingdom,1918.0
Odd,Hassel,NO,NO,Male,1969.0,chemistry,2.0,University of Oslo,Oslo,Norway,1897.0
Luis,Leloir,FR,AR,MALE,1970.0,chemistry,1.0,Institute for Biochemical Research,Buenos Aires,Argentina,1906.0
Gerhard,Herzberg,DE,CA,MALE,1971.0,chemistry,1.0,National Research Council of Canada,Ottawa,Canada,1904.0
Christian,Anfinsen,US,US,male,1972.0,chemistry,2.0,National Institutes of Health,Bethesda MD,USA,1916.0
Stanford,Moore,US,US,MALE,1972.0,chemistry,4.0,Rockefeller University,New York NY,USA,1913.0
William H.,Stein,US,US,MALE,1972.0,chemistry,4.0,Rockefeller University,New York NY,USA,1911.0
Ernst Otto,Fischer,DE,DE,Male,1973.0,chemistry,2.0,Technical University,Munich,Germany,1918.0
Geoffrey,Wilkinson,GB,GB,MALE,1973.0,chemistry,2.0,Imperial College,London,United Kingdom,1921.0
Paul J.,Flory,US,US,male,1974.0,chemistry,1.0,Stanford University,Stanford CA,USA,1910.0
John,Cornforth,AU,,MALE,1975.0,chemistry,2.0,University of Sussex,Brighton,United Kingdom,1917.0
Vladimir,Prelog,BA,CH,MALE,1975.0,chemistry,2.0,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,1906.0
William,Lipscomb,US,US,male,1976.0,chemistry,1.0,Harvard University,Cambridge MA,USA,1919.0
Ilya,Prigogine,RU,BE,MALE,1977.0,chemistry,1.0,Université Libre de Bruxelles,Brussels,Belgium,1917.0
Peter,Mitchell,GB,GB,male,1978.0,chemistry,1.0,Glynn Research Laboratories,Bodmin,United Kingdom,1920.0
Herbert C.,Brown,GB,US,male,1979.0,chemistry,2.0,Purdue University,West Lafayette IN,USA,1912.0
Georg,Wittig,DE,DE,male,1979.0,chemistry,2.0,University of Heidelberg,Heidelberg,Germany,1897.0
Paul,Berg,US,,Male,1980.0,chemistry,2.0,Stanford University,Stanford CA,USA,1926.0
Walter,Gilbert,US,,male,1980.0,chemistry,4.0,Harvard University Biological Laboratories,Cambridge MA,USA,1932.0
Kenichi,Fukui,JP,JP,Male,1981.0,chemistry,2.0,Kyoto University,Kyoto,Japan,1918.0
Roald,Hoffmann,UA,,MALE,1981.0,chemistry,2.0,Cornell University,Ithaca NY,USA,1937.0
Aaron,Klug,LT,,MALE,1982.0,chemistry,1.0,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1926.0
Henry,Taube,CA,US,MALE,1983.0,chemistry,1.0,Stanford University,Stanford CA,USA,1915.0
Bruce,Merrifield,US,US,Male,1984.0,chemistry,1.0,Rockefeller University,New York NY,USA,1921.0
Herbert A.,Hauptman,US,US,MALE,1985.0,chemistry,2.0,The Medical Foundation of Buffalo,Buffalo NY,USA,1917.0
Jerome,Karle,US,,MALE,1985.0,chemistry,2.0,US Naval Research Laboratory,Washington DC,USA,1918.0
Dudley R.,Herschbach,US,,Male,1986.0,chemistry,3.0,Harvard University,Cambridge MA,USA,1932.0
Yuan T.,Lee,TW,,Male,1986.0,chemistry,3.0,University of California,Berkeley CA,USA,1936.0
John C.,Polanyi,DE,,MALE,1986.0,chemistry,3.0,University of Toronto,Toronto,Canada,1929.0
Donald J.,Cram,US,US,MALE,1987.0,chemistry,3.0,University of California,Los Angeles CA,USA,1919.0
Jean-Marie,Lehn,FR,,male,1987.0,chemistry,3.0,Université Louis Pasteur,Strasbourg,France,1939.0
Charles J.,Pedersen,KR,US,MALE,1987.0,chemistry,3.0,Du Pont,Wilmington DE,USA,1904.0
Johann,Deisenhofer,DE,,MALE,1988.0,chemistry,3.0,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,1943.0
Robert,Huber,DE,,MALE,1988.0,chemistry,3.0,Max-Planck-Institut für Biochemie,Martinsried,Germany,1937.0
Hartmut,Michel,DE,,Male,1988.0,chemistry,3.0,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Germany,1948.0
Sidney,Altman,CA,,male,1989.0,chemistry,2.0,Yale University,New Haven CT,USA,1939.0
Thomas R.,Cech,US,,Male,1989.0,chemistry,2.0,University of Colorado,Boulder CO,USA,1947.0
Elias James,Corey,US,,Male,1990.0,chemistry,1.0,Harvard University,Cambridge MA,USA,1928.0
Richard R.,Ernst,CH,,MALE,1991.0,chemistry,1.0,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,1933.0
Rudolph A.,Marcus,CA,,male,1992.0,chemistry,1.0,California Institute of Technology (Caltech),Pasadena CA,USA,1923.0
Kary B.,Mullis,US,US,MALE,1993.0,chemistry,2.0,,,,1944.0
Michael,Smith,GB,CA,MALE,1993.0,chemistry,2.0,University of British Columbia,Vancouver,Canada,1932.0
George A.,Olah,HU,US,male,1994.0,chemistry,1.0,University of Southern California,Los Angeles CA,USA,1927.0
Paul J.,Crutzen,NL,,MALE,1995.0,chemistry,3.0,Max-Planck-Institut für Chemie,Mainz,Germany,1933.0
Mario J.,Molina,MX,,male,1995.0,chemistry,3.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1943.0
F. Sherwood,Rowland,US,US,male,1995.0,chemistry,3.0,University of California,Irvine CA,USA,1927.0
Robert F.,Curl Jr.,US,,male,1996.0,chemistry,3.0,Rice University,Houston TX,USA,1933.0
Sir Harold,Kroto,GB,GB,Male,1996.0,chemistry,3.0,University of Sussex,Brighton,United Kingdom,1939.0
Richard E.,Smalley,US,US,MALE,1996.0,chemistry,3.0,Rice University,Houston TX,USA,1943.0
Paul D.,Boyer,US,US,male,1997.0,chemistry,4.0,University of California,Los Angeles CA,USA,1918.0
John E.,Walker,GB,,male,1997.0,chemistry,4.0,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1941.0
Jens C.,Skou,DK,DK,male,1997.0,chemistry,2.0,Aarhus University,Aarhus,Denmark,1918.0
Walter,Kohn,AT,US,MALE,1998.0,chemistry,2.0,University of California,Santa Barbara CA,USA,1923.0
John,Pople,GB,US,male,1998.0,chemistry,2.0,Northwestern University,Evanston IL,USA,1925.0
Ahmed,Zewail,EG,US,MALE,1999.0,chemistry,1.0,California Institute of Technology (Caltech),Pasadena CA,USA,1946.0
Emil,von Behring,PL,DE,Male,1901.0,medicine,1.0,Marburg University,Marburg,Germany,1854.0
Ronald,Ross,IN,GB,MALE,1902.0,medicine,1.0,University College,Liverpool,United Kingdom,1857.0
Niels Ryberg,Finsen,DK,DK,male,1903.0,medicine,1.0,Finsen Medical Light Institute,Copenhagen,Denmark,1860.0
Ivan,Pavlov,RU,RU,male,1904.0,medicine,1.0,Military Medical Academy,St. Petersburg,Russia,1849.0
Robert,Koch,DE,DE,MALE,1905.0,medicine,1.0,Institute for Infectious Diseases,Berlin,Germany,1843.0
Camillo,Golgi,IT,IT,Male,1906.0,medicine,2.0,Pavia University,Pavia,Italy,1843.0
Santiago,Ramón y Cajal,ES,ES,MALE,1906.0,medicine,2.0,Madrid University,Madrid,Spain,1852.0
Alphonse,Laveran,FR,FR,male,1907.0,medicine,1.0,Institut Pasteur,Paris,France,1845.0
Ilya,Mechnikov,UA,FR,male,1908.0,medicine,2.0,Institut Pasteur,Paris,France,1845.0
Paul,Ehrlich,PL,DE,Male,1908.0,medicine,2.0,Goettingen University,Göttingen,Germany,1854.0
Theodor,Kocher,CH,CH,male,1909.0,medicine,1.0,Berne University,Bern,Switzerland,1841.0
Albrecht,Kossel,DE,DE,Male,1910.0,medicine,1.0,University of Heidelberg,Heidelberg,Germany,1853.0
Allvar,Gullstrand,SE,SE,Male,1911.0,medicine,1.0,Uppsala University,Uppsala,Sweden,1862.0
Alexis,Carrel,FR,FR,male,1912.0,medicine,1.0,Rockefeller Institute for Medical Research,New York NY,USA,1873.0
Charles,Richet,FR,FR,MALE,1913.0,medicine,1.0,Sorbonne University,Paris,France,1850.0
Robert,Bárány,AT,SE,MALE,1914.0,medicine,1.0,Vienna University,Vienna,Austria,1876.0
Jules,Bordet,BE,BE,male,1919.0,medicine,1.0,Brussels University,Brussels,Belgium,1870.0
August,Krogh,DK,DK,Male,1920.0,medicine,1.0,Copenhagen University,Copenhagen,Denmark,1874.0
Archibald V.,Hill,GB,GB,MALE,1922.0,medicine,2.0,London University,London,United Kingdom,1886.0
Otto,Meyerhof,DE,US,male,1922.0,medicine,2.0,Kiel University,Kiel,Germany,1884.0
Frederick G.,Banting,CA,CA,Male,1923.0,medicine,2.0,University of Toronto,Toronto,Canada,1891.0
John,Macleod,GB,GB,male,1923.0,medicine,2.0,University of Toronto,Toronto,Canada,1876.0
Willem,Einthoven,ID,NL,Male,1924.0,medicine,1.0,Leiden University,Leiden,the Netherlands,1860.0
Johannes,Fibiger,DK,DK,Male,1926.0,medicine,1.0,Copenhagen University,Copenhagen,Denmark,1867.0
Julius,Wagner-Jauregg,AT,AT,male,1927.0,medicine,1.0,Vienna University,Vienna,Austria,1857.0
Charles,Nicolle,FR,TN,male,1928.0,medicine,1.0,Institut Pasteur,Tunis,Tunisia,1866.0
Christiaan,Eijkman,NL,NL,MALE,1929.0,medicine,2.0,Utrecht University,Utrecht,the Netherlands,1858.0
Sir Frederick,Hopkins,GB,GB,Male,1929.0,medicine,2.0,University of Cambridge,Cambridge,United Kingdom,1861.0
Karl,Landsteiner,AT,US,male,1930.0,medicine,1.0,Rockefeller Institute for Medical Research,New York NY,USA,1868.0
Otto,Warburg,DE,DE,male,1931.0,medicine,1.0,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Berlin-Dahlem,Germany,1883.0
Sir Charles,Sherrington,GB,GB,male,1932.0,medicine,2.0,University of Oxford,Oxford,United Kingdom,1857.0
Edgar,Adrian,GB,GB,male,1932.0,medicine,2.0,University of Cambridge,Cambridge,United Kingdom,1889.0
Thomas H.,Morgan,US,US,MALE,1933.0,medicine,1.0,California Institute of Technology (Caltech),Pasadena CA,USA,1866.0
George H.,Whipple,US,US,MALE,1934.0,medicine,3.0,University of Rochester,Rochester NY,USA,1878.0
George R.,Minot,US,US,Male,1934.0,medicine,3.0,Harvard University,Cambridge MA,USA,1885.0
William P.,Murphy,US,US,Male,1934.0,medicine,3.0,Harvard University,Cambridge MA,USA,1892.0
Hans,Spemann,DE,DE,male,1935.0,medicine,1.0,University of Freiburg im Breisgau,Breisgau,Germany,1869.0
Sir Henry,Dale,GB,GB,male,1936.0,medicine,2.0,National Institute for Medical Research,London,United Kingdom,1875.0
Otto,Loewi,DE,US,male,1936.0,medicine,2.0,Graz University,Graz,Austria,1873.0
Albert,Szent-Györgyi,HU,US,male,1937.0,medicine,1.0,Szeged University,Szeged,Hungary,1893.0
Corneille,Heymans,BE,BE,male,1938.0,medicine,1.0,Ghent University,Ghent,Belgium,1892.0
Gerhard,Domagk,PL,DE,Male,1939.0,medicine,1.0,Munster University,Munster,Germany,1895.0
Henrik,Dam,DK,DK,Male,1943.0,medicine,2.0,Polytechnic Institute,Copenhagen,Denmark,1895.0
Edward A.,Doisy,US,US,male,1943.0,medicine,2.0,Saint Louis University,St. Louis MO,USA,1893.0
Joseph,Erlanger,US,US,Male,1944.0,medicine,2.0,Washington University,St. Louis MO,USA,1874.0
Herbert S.,Gasser,US,US,Male,1944.0,medicine,2.0,Rockefeller Institute for Medical Research,New York NY,USA,1888.0
Sir Alexander,Fleming,GB,GB,male,1945.0,medicine,3.0,London University,London,United Kingdom,1881.0
Ernst B.,Chain,DE,IE,male,1945.0,medicine,3.0,University of Oxford,Oxford,United Kingdom,1906.0
Sir Howard,Florey,AU,GB,male,1945.0,medicine,3.0,University of Oxford,Oxford,United Kingdom,1898.0
Hermann J.,Muller,US,US,Male,1946.0,medicine,1.0,Indiana University,Bloomington IN,USA,1890.0
Carl,Cori,CZ,US,Male,1947.0,medicine,4.0,Washington University,St. Louis MO,USA,1896.0
Gerty,Cori,CZ,US,FEMALE,1947.0,medicine,4.0,Washington University,St. Louis MO,USA,1896.0
Bernardo,Houssay,AR,AR,MALE,1947.0,medicine,2.0,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Buenos Aires,Argentina,1887.0
Paul,Müller,CH,CH,MALE,1948.0,medicine,1.0,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland,1899.0
Walter,Hess,CH,CH,Male,1949.0,medicine,2.0,University of Zurich,Zurich,Switzerland,1881.0
Egas,Moniz,PT,PT,Male,1949.0,medicine,2.0,University of Lisbon,Lisbon,Portugal,1874.0
Edward C.,Kendall,US,US,Male,1950.0,medicine,3.0,Mayo Clinic,Rochester MN,USA,1886.0
Tadeus,Reichstein,PL,CH,male,1950.0,medicine,3.0,Basel University,Basel,Switzerland,1897.0
Philip S.,Hench,US,JM,male,1950.0,medicine,3.0,Mayo Clinic,Rochester MN,USA,1896.0
Max,Theiler,ZA,US,MALE,1951.0,medicine,1.0,Laboratories of the Division of Medicine and Public Health Rockefeller Foundation,New York NY,USA,1899.0
Selman A.,Waksman,UA,US,Male,1952.0,medicine,1.0,Rutgers University,New Brunswick NJ,USA,1888.0
Hans,Krebs,DE,GB,Male,1953.0,medicine,2.0,Sheffield University,Sheffield,United Kingdom,1900.0
Fritz,Lipmann,RU,US,male,1953.0,medicine,2.0,Harvard Medical School,Boston MA,USA,1899.0
John F.,Enders,US,US,MALE,1954.0,medicine,3.0,Harvard Medical School,Boston MA,USA,1897.0
Thomas H.,Weller,US,US,Male,1954.0,medicine,3.0,Research Division of Infectious Diseases Children's Medical Center,Boston MA,USA,1915.0
Frederick C.,Robbins,US,US,Male,1954.0,medicine,3.0,Western Reserve University,Cleveland OH,USA,1916.0
Hugo,Theorell,SE,SE,MALE,1955.0,medicine,1.0,Karolinska Institutet Nobel Medical Institute,Stockholm,Sweden,1903.0
André F.,Cournand,FR,US,MALE,1956.0,medicine,3.0,Columbia University Division Cardio-Pulmonary Laboratory Bellevue Hospital,New York NY,USA,1895.0
Werner,Forssmann,DE,DE,MALE,1956.0,medicine,3.0,Mainz University,Mainz,Germany,1904.0
Dickinson W.,Richards,US,US,male,1956.0,medicine,3.0,Columbia University,New York NY,USA,1895.0
Daniel,Bovet,CH,IT,male,1957.0,medicine,1.0,Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy,1907.0
George,Beadle,US,US,Male,1958.0,medicine,4.0,California Institute of Technology (Caltech),Pasadena CA,USA,1903.0
Edward,Tatum,US,US,male,1958.0,medicine,4.0,Rockefeller Institute for Medical Research,New York NY,USA,1909.0
Joshua,Lederberg,US,US,MALE,1958.0,medicine,2.0,University of Wisconsin,Madison WI,USA,1925.0
Severo,Ochoa,ES,ES,MALE,1959.0,medicine,2.0,New York University College of Medicine,New York NY,USA,1905.0
Arthur,Kornberg,US,US,male,1959.0,medicine,2.0,Stanford University,Stanford CA,USA,1918.0
Sir Frank Macfarlane,Burnet,AU,AU,MALE,1960.0,medicine,2.0,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia,1899.0
Peter,Medawar,BR,GB,MALE,1960.0,medicine,2.0,University College,London,United Kingdom,1915.0
Georg,von Békésy,HU,US,Male,1961.0,medicine,1.0,Harvard University,Cambridge MA,USA,1899.0
Francis,Crick,GB,US,male,1962.0,medicine,3.0,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1916.0
James,Watson,US,,Male,1962.0,medicine,3.0,Harvard University,Cambridge MA,USA,1928.0
Maurice,Wilkins,NZ,GB,MALE,1962.0,medicine,3.0,London University,London,United Kingdom,1916.0
Sir John,Eccles,AU,CH,Male,1963.0,medicine,3.0,Australian National University,Canberra,Australia,1903.0
Alan,Hodgkin,GB,GB,MALE,1963.0,medicine,3.0,University of Cambridge,Cambridge,United Kingdom,1914.0
Andrew,Huxley,GB,GB,Male,1963.0,medicine,3.0,University College,London,United Kingdom,1917.0
Konrad,Bloch,PL,US,MALE,1964.0,medicine,2.0,Harvard University,Cambridge MA,USA,1912.0
Feodor,Lynen,DE,DE,MALE,1964.0,medicine,2.0,Max-Planck-Institut für Zellchemie,Munich,Germany,1911.0
François,Jacob,FR,FR,Male,1965.0,medicine,3.0,Institut Pasteur,Paris,France,1920.0
André,Lwoff,FR,FR,Male,1965.0,medicine,3.0,Institut Pasteur,Paris,France,1902.0
Jacques,Monod,FR,FR,Male,1965.0,medicine,3.0,Institut Pasteur,Paris,France,1910.0
Peyton,Rous,US,US,Male,1966.0,medicine,2.0,Rockefeller University,New York NY,USA,1879.0
Charles B.,Huggins,CA,US,Male,1966.0,medicine,2.0,University of Chicago Ben May Laboratory for Cancer Research,Chicago IL,USA,1901.0
Ragnar,Granit,FI,SE,Male,1967.0,medicine,3.0,Karolinska Institutet,Stockholm,Sweden,1900.0
Keffer,Hartline,US,US,male,1967.0,medicine,3.0,Rockefeller University,New York NY,USA,1903.0
George,Wald,US,US,male,1967.0,medicine,3.0,Harvard University,Cambridge MA,USA,1906.0
Robert W.,Holley,US,US,Male,1968.0,medicine,3.0,Cornell University,Ithaca NY,USA,1922.0
H. Gobind,Khorana,IN,US,Male,1968.0,medicine,3.0,University of Wisconsin,Madison WI,USA,1922.0
Marshall W.,Nirenberg,US,US,male,1968.0,medicine,3.0,National Institutes of Health,Bethesda MD,USA,1927.0
Max,Delbrück,DE,US,MALE,1969.0,medicine,3.0,California Institute of Technology (Caltech),Pasadena CA,USA,1906.0
Alfred D.,Hershey,US,US,Male,1969.0,medicine,3.0,Carnegie Institution of Washington,Long Island New York NY,USA,1908.0
Salvador E.,Luria,IT,US,Male,1969.0,medicine,3.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1912.0
Sir Bernard,Katz,DE,GB,male,1970.0,medicine,3.0,University College,London,United Kingdom,1911.0
Ulf,von Euler,SE,SE,MALE,1970.0,medicine,3.0,Karolinska Institutet,Stockholm,Sweden,1905.0
Julius,Axelrod,US,US,MALE,1970.0,medicine,3.0,National Institutes of Health,Bethesda MD,USA,1912.0
Earl W.,Sutherland Jr.,US,US,Male,1971.0,medicine,1.0,Vanderbilt University,Nashville TN,USA,1915.0
Gerald M.,Edelman,US,US,MALE,1972.0,medicine,2.0,Rockefeller University,New York NY,USA,1929.0
Rodney R.,Porter,GB,GB,MALE,1972.0,medicine,2.0,University of Oxford,Oxford,United Kingdom,1917.0
Karl,von Frisch,AT,DE,Male,1973.0,medicine,3.0,Zoologisches Institut der Universität München,Munich,Germany,1886.0
Konrad,Lorenz,AT,AT,MALE,1973.0,medicine,3.0,Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften Forschungsstelle für Ethologie,Altenberg; Grünau im Almtal,Austria,1903.0
Nikolaas,Tinbergen,NL,GB,MALE,1973.0,medicine,3.0,University of Oxford,Oxford,United Kingdom,1907.0
Albert,Claude,BE,BE,male,1974.0,medicine,3.0,Université Catholique de Louvain,Louvain,Belgium,1898.0
Christian,de Duve,GB,BE,MALE,1974.0,medicine,3.0,Rockefeller University,New York NY,USA,1917.0
George E.,Palade,RO,US,male,1974.0,medicine,3.0,Yale University School of Medicine,New Haven CT,USA,1912.0
David,Baltimore,US,,Male,1975.0,medicine,3.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1938.0
Renato,Dulbecco,IT,US,MALE,1975.0,medicine,3.0,Imperial Cancer Research Fund Laboratory,London,United Kingdom,1914.0
Howard M.,Temin,US,US,MALE,1975.0,medicine,3.0,University of Wisconsin,Madison WI,USA,1934.0
Baruch S.,Blumberg,US,US,MALE,1976.0,medicine,2.0,The Institute for Cancer Research,Philadelphia PA,USA,1925.0
D. Carleton,Gajdusek,US,NO,MALE,1976.0,medicine,2.0,National Institutes of Health,Bethesda MD,USA,1923.0
Roger,Guillemin,FR,,Male,1977.0,medicine,4.0,The Salk Institute,San Diego CA,USA,1924.0
Andrew V.,Schally,LT,,male,1977.0,medicine,4.0,Veterans Administration Hospital,New Orleans LA,USA,1926.0
Rosalyn,Yalow,US,US,Female,1977.0,medicine,2.0,Veterans Administration Hospital,Bronx NY,USA,1921.0
Werner,Arber,CH,,Male,1978.0,medicine,3.0,Biozentrum der Universität,Basel,Switzerland,1929.0
Daniel,Nathans,US,US,Male,1978.0,medicine,3.0,Johns Hopkins University School of Medicine,Baltimore MD,USA,1928.0
